It took 23.9388029575 seconds to calculate the Mandelbrot graph.
It took 0.235138893127 seconds to dump the image.
         558867 function calls (553552 primitive calls) in 24.738 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      255    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        2    0.000    0.000    0.000    0.000 figure.py:884(set_size_inches)
      134    0.000    0.000    0.000    0.000 backend_bases.py:1077(set_foreground)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6664(add_newdoc_for_scalar_type)
        4    0.000    0.000    0.000    0.000 transforms.py:1531(transform_path)
      126    0.000    0.000    0.000    0.000 markers.py:228(set_fillstyle)
        1    0.000    0.000    0.000    0.000 patches.py:2687(ConnectionStyle)
      276    0.000    0.000    0.000    0.000 rcsetup.py:162(validate_float)
       64    0.000    0.000    0.000    0.000 artist.py:924(set_zorder)
        1    0.000    0.000    0.000    0.000 __init__.py:294(Verbose)
      511    0.000    0.000    0.000    0.000 {numpy.can_cast}
        1    0.000    0.000    0.000    0.000 polynomial.py:4(<module>)
       61    0.000    0.000    0.000    0.000 font_manager.py:880(set_size)
      137    0.000    0.000    0.000    0.000 lines.py:1205(set_xdata)
       84    0.000    0.000    0.000    0.000 lines.py:989(set_drawstyle)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4219(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
      605    0.000    0.000    0.000    0.000 inspect.py:208(iscode)
        1    0.000    0.000    0.000    0.000 _base.py:1169(_set_title_offset_trans)
       17    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
        1    0.000    0.000    0.000    0.000 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 _subplots.py:131(update_params)
        8    0.000    0.000    0.000    0.000 __init__.py:590(_get_home)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:456(get_position)
        1    0.000    0.000    0.000    0.000 lines.py:229(Line2D)
      589    0.000    0.000    0.000    0.000 {max}
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
      370    0.000    0.000    0.000    0.000 six.py:603(itervalues)
       22    0.000    0.000    0.000    0.000 artist.py:37(allow_rasterization)
      131    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 pkgutil.py:480(extend_path)
       84    0.000    0.000    0.000    0.000 lines.py:1381(set_dash_capstyle)
      432    0.000    0.000    0.000    0.000 colors.py:199(<genexpr>)
       84    0.000    0.000    0.000    0.000 lines.py:1010(set_linewidth)
      397    0.000    0.000    0.000    0.000 artist.py:1194(aliased_name)
      268    0.000    0.000    0.000    0.000 pyplot.py:2267(pad)
      179    0.000    0.000    0.000    0.000 artist.py:317(get_transform)
      526    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      149    0.000    0.000    0.000    0.000 inspect.py:471(getmodule)
        3    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
       39    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
      186    0.000    0.000    0.000    0.000 <string>:8(__new__)
      137    0.000    0.000    0.000    0.000 lines.py:1215(set_ydata)
       27    0.000    0.000    0.000    0.000 core.py:919(__init__)
       86    0.000    0.000    0.000    0.000 pyparsing.py:4074(<genexpr>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:3(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:713(_get_cachedir)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 dviread.py:182(Dvi)
        1    0.000    0.000    0.000    0.000 dates.py:605(DateFormatter)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
       14    0.000    0.000    0.000    0.000 axis.py:421(apply_tickdir)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
       23    0.000    0.000    0.000    0.000 deprecation.py:174(finalize)
        4    0.000    0.000    0.000    0.000 linalg.py:486(inv)
        1    0.000    0.000    0.000    0.000 image.py:183(_ImageBase)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
       18    0.000    0.000    0.000    0.000 core.py:995(__init__)
       16    0.000    0.000    0.000    0.000 transforms.py:807(unit)
        1    0.000    0.000    0.000    0.000 _base.py:2136(update_datalim)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
      116    0.000    0.000    0.000    0.000 {_sre.compile}
        3    0.000    0.000    0.000    0.000 transforms.py:1783(__eq__)
        2    0.000    0.000    0.000    0.000 transforms.py:956(p1)
      250    0.000    0.000    0.000    0.000 six.py:184(find_module)
      102    0.000    0.000    0.000    0.000 shape_base.py:220(_warn_for_nonsequence)
        6    0.000    0.000    0.000    0.000 patches.py:417(set_fill)
      604    0.000    0.000    0.000    0.000 transforms.py:1950(get_matrix)
        1    0.000    0.000    0.000    0.000 artist.py:74(Artist)
        1    0.000    0.000    0.000    0.000 socket.py:183(_socketobject)
        4    0.000    0.000    0.000    0.000 transforms.py:1419(__array__)
       32    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
       73    0.000    0.000    0.000    0.000 posixpath.py:61(join)
       61    0.000    0.000    0.000    0.000 font_manager.py:862(set_stretch)
    58/56    0.000    0.000    0.000    0.000 transforms.py:2680(get_matrix)
      411    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
       16    0.000    0.000    0.000    0.000 __init__.py:1134(__init__)
      980    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       84    0.000    0.000    0.000    0.000 lines.py:1395(set_solid_capstyle)
       54    0.000    0.000    0.000    0.000 __init__.py:2033(is_math_text)
      232    0.000    0.000    0.000    0.000 sre_compile.py:546(isstring)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1371(AnnotationBbox)
       10    0.000    0.000    0.000    0.000 extras.py:238(__init__)
       84    0.000    0.000    0.000    0.000 lines.py:1342(set_dash_joinstyle)
        8    0.000    0.000    0.000    0.000 _base.py:3052(_validate_converted_limits)
    24/18    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
      112    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        2    0.000    0.000    0.000    0.000 _base.py:3391(set_ylim)
       10    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
       14    0.000    0.000    0.000    0.000 axis.py:544(apply_tickdir)
       84    0.000    0.000    0.000    0.000 lines.py:1158(set_markeredgewidth)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
       22    0.000    0.000    0.000    0.000 numeric.py:2656(seterr)
      122    0.000    0.000    0.000    0.000 sre_parse.py:237(_class_escape)
        2    0.000    0.000    0.000    0.000 transforms.py:286(__array__)
        1    0.000    0.000    0.000    0.000 gridspec.py:84(get_grid_positions)
       36    0.000    0.000    0.000    0.000 lines.py:907(get_markerfacecolor)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
      108    0.000    0.000    0.000    0.000 transforms.py:2775(get_matrix)
        1    0.000    0.000    0.000    0.000 colors.py:83(<dictcomp>)
      167    0.000    0.000    0.000    0.000 sre_parse.py:75(opengroup)
       16    0.000    0.000    0.000    0.000 function_base.py:1149(diff)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        1    0.000    0.000    0.000    0.000 pickle.py:833(Unpickler)
       84    0.000    0.000    0.000    0.000 lines.py:1355(set_solid_joinstyle)
      141    0.000    0.000    0.000    0.000 rcsetup.py:68(__call__)
  120/112    0.000    0.000    0.000    0.000 spines.py:158(_ensure_position_is_set)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:140(_family)
       16    0.000    0.000    0.000    0.000 ticker.py:501(__init__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.000    0.000 _base.py:964(_gen_axes_patch)
       25    0.000    0.000    0.000    0.000 rcsetup.py:305(__call__)
      103    0.000    0.000    0.000    0.000 collections.py:375(<genexpr>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
       90    0.000    0.000    0.000    0.000 lines.py:34(_get_dash_pattern)
       70    0.000    0.000    0.000    0.000 {numpy.arange}
       84    0.000    0.000    0.000    0.000 lines.py:1194(set_markersize)
       18    0.000    0.000    0.000    0.000 genericpath.py:34(isfile)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6746(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 {posix.listdir}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5312(delimitedList)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1771(get)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dviread.py:164(decorate)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1724(FigureCanvasBase)
       14    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
     1341    0.000    0.000    0.000    0.000 _mathtext_data.py:1755(<genexpr>)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _base.py:2876(tick_params)
        8    0.000    0.000    0.000    0.000 axis.py:1515(convert_units)
     1513    0.000    0.000    0.000    0.000 {chr}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:359(_get_scalar_type_map)
       19    0.000    0.000    0.000    0.000 patches.py:273(_set_edgecolor)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1860(enablePackrat)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3354(__str__)
       84    0.000    0.000    0.000    0.000 lines.py:967(set_antialiased)
        1    0.000    0.000    0.000    0.000 six.py:709(exec_)
       57    0.000    0.000    0.000    0.000 rcsetup.py:439(validate_fontsize)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
       63    0.000    0.000    0.000    0.000 text.py:1211(set_usetex)
       72    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
       65    0.000    0.000    0.000    0.000 contextlib.py:82(helper)
        1    0.000    0.000    0.000    0.000 legend.py:283(Legend)
       61    0.000    0.000    0.000    0.000 {numpy.zeros}
       36    0.000    0.000    0.000    0.000 lines.py:879(get_markeredgecolor)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
     1776    0.000    0.000    0.000    0.000 {ord}
        4    0.000    0.000    0.000    0.000 transforms.py:1542(transform_path_affine)
        8    0.000    0.000    0.000    0.000 units.py:118(is_numlike)
        2    0.000    0.000    0.000    0.000 __init__.py:624(_get_xdg_config_dir)
      272    0.000    0.000    0.000    0.000 function_base.py:431(_add_docstring)
        3    0.000    0.000    0.000    0.000 six.py:866(wrapper)
      167    0.000    0.000    0.000    0.000 sre_parse.py:86(closegroup)
     1842    0.000    0.000    0.000    0.000 {callable}
        1    0.000    0.000    0.000    0.000 axis.py:1794(_get_label)
        7    0.000    0.000    0.000    0.000 {open}
       20    0.000    0.000    0.000    0.000 pyparsing.py:1854(resetCache)
        5    0.000    0.000    0.000    0.000 pyparsing.py:1484(_setResultsName)
      323    0.000    0.000    0.000    0.000 {method 'replace' of 'unicode' objects}
      722    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
     1242    0.000    0.000    0.000    0.000 {id}
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1766(__init__)
        2    0.000    0.000    0.000    0.000 _base.py:848(_update_transScale)
        1    0.000    0.000    0.000    0.000 __init__.py:872(RcParams)
      135    0.000    0.000    0.000    0.000 rcsetup.py:416(validate_string)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       86    0.000    0.000    0.000    0.000 artist.py:759(_set_gc_clip)
        1    0.000    0.000    0.000    0.000 dist.py:1011(DistributionMetadata)
        4    0.000    0.000    0.000    0.000 transforms.py:1805(transform_path_affine)
       46    0.000    0.000    0.000    0.000 rcsetup.py:922(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
       84    0.000    0.000    0.000    0.000 lines.py:1145(set_markeredgecolor)
       39    0.000    0.000    0.000    0.000 __init__.py:1627(_preprocess_data)
      288    0.000    0.000    0.000    0.000 pyparsing.py:2583(__hash__)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
       11    0.000    0.000    0.000    0.000 numeric.py:3058(__enter__)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2710(MaskedArray)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4261(__str__)
       34    0.000    0.000    0.000    0.000 colors.py:788(__init__)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2324(ptp)
       63    0.000    0.000    0.000    0.000 text.py:951(set_color)
        8    0.000    0.000    0.000    0.000 core.py:8007(__init__)
       10    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 core.py:6265(__new__)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:2171(all)
      397    0.000    0.000    0.000    0.000 threading.py:64(_note)
      556    0.000    0.000    0.000    0.000 font_manager.py:772(get_stretch)
        4    0.000    0.000    0.000    0.000 __init__.py:221(_is_writable_dir)
        1    0.000    0.000    0.000    0.000 backend_bases.py:844(GraphicsContextBase)
        2    0.000    0.000    0.000    0.000 _base.py:2158(_process_unit_info)
        4    0.000    0.000    0.000    0.000 spines.py:392(set_position)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2400(__call__)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1622(preParse)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
       13    0.000    0.000    0.000    0.000 patches.py:288(set_edgecolor)
        1    0.000    0.000    0.000    0.000 _base.py:627(set_figure)
       22    0.000    0.000    0.000    0.000 rcsetup.py:56(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2162(__radd__)
        1    0.000    0.000    0.000    0.000 spines.py:19(Spine)
       21    0.000    0.000    0.000    0.000 transforms.py:2660(__init__)
       75    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        6    0.000    0.000    0.000    0.000 __init__.py:337(connect)
        2    0.000    0.000    0.000    0.000 font_manager.py:732(__str__)
      340    0.000    0.000    0.000    0.000 transforms.py:991(get_points)
      259    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        2    0.000    0.000    0.000    0.000 axis.py:1456(update_units)
       10    0.000    0.000    0.000    0.000 fromnumeric.py:41(_wrapit)
       19    0.000    0.000    0.000    0.000 patches.py:726(_convert_units)
       72    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 blocking_input.py:23(<module>)
        2    0.000    0.000    0.000    0.000 font_manager.py:795(get_fontconfig_pattern)
        8    0.000    0.000    0.000    0.000 ticker.py:1708(le)
        1    0.000    0.000    0.000    0.000 ast.py:27(<module>)
        4    0.000    0.000    0.000    0.000 functools_lru_cache.py:91(decorating_function)
       29    0.000    0.000    0.000    0.000 artist.py:814(set_alpha)
       17    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2571(__eq__)
       16    0.000    0.000    0.000    0.000 ticker.py:201(_divmod)
        8    0.000    0.000    0.000    0.000 core.py:8012(getdoc)
      556    0.000    0.000    0.000    0.000 font_manager.py:735(get_family)
       84    0.000    0.000    0.000    0.000 lines.py:619(axes)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        2    0.000    0.000    0.000    0.000 fontconfig_pattern.py:179(generate_fontconfig_pattern)
        1    0.000    0.000    0.000    0.000 backend_agg.py:304(clear)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:601(_ReducedHCT_Element)
       12    0.000    0.000    0.000    0.000 getlimits.py:365(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6059(mvoid)
      4/2    0.000    0.000    0.000    0.000 units.py:141(get_converter)
        4    0.000    0.000    0.000    0.000 shape_base.py:229(vstack)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
       84    0.000    0.000    0.000    0.000 lines.py:980(set_color)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      103    0.000    0.000    0.000    0.000 collections.py:373(<genexpr>)
        8    0.000    0.000    0.000    0.000 _methods.py:151(_ptp)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
      102    0.000    0.000    0.000    0.000 shape_base.py:209(_arrays_for_stack_dispatcher)
        4    0.000    0.000    0.000    0.000 numeric.py:3083(extend_all)
       70    0.000    0.000    0.000    0.000 rcsetup.py:219(validate_int)
        1    0.000    0.000    0.000    0.000 decimal.py:505(Decimal)
      118    0.000    0.000    0.000    0.000 {repr}
        1    0.000    0.000    0.000    0.000 patches.py:1134(Arrow)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4655(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:174(compare_versions)
       34    0.000    0.000    0.000    0.000 sre_parse.py:228(isname)
       36    0.000    0.000    0.000    0.000 markers.py:219(__nonzero__)
       20    0.000    0.000    0.000    0.000 transforms.py:1039(__init__)
       17    0.000    0.000    0.000    0.000 __init__.py:177(_checkLevel)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3866(<genexpr>)
      549    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 category.py:139(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       98    0.000    0.000    0.000    0.000 _weakrefset.py:83(add)
        4    0.000    0.000    0.000    0.000 path.py:521(get_extents)
        8    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 axis.py:2166(_get_label)
        8    0.000    0.000    0.000    0.000 core.py:3663(filled)
        1    0.000    0.000    0.000    0.000 collections.py:36(Collection)
        2    0.000    0.000    0.000    0.000 _base.py:905(_set_position)
       22    0.000    0.000    0.000    0.000 rcsetup.py:66(<dictcomp>)
       15    0.000    0.000    0.000    0.000 __init__.py:1078(_fixupParents)
        2    0.000    0.000    0.000    0.000 helper.py:253(__init__)
       75    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
       16    0.000    0.000    0.000    0.000 axis.py:1588(set_major_locator)
        2    0.000    0.000    0.000    0.000 transforms.py:564(anchored)
        2    0.000    0.000    0.000    0.000 transforms.py:611(shrunk_to_aspect)
       58    0.000    0.000    0.000    0.000 text.py:1116(set_x)
       14    0.000    0.000    0.000    0.000 axis.py:338(_apply_params)
        2    0.000    0.000    0.000    0.000 __init__.py:638(_get_xdg_cache_dir)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        1    0.000    0.000    0.000    0.000 dep_util.py:5(<module>)
      375    0.000    0.000    0.000    0.000 sre_parse.py:146(__setitem__)
       44    0.000    0.000    0.000    0.000 rcsetup.py:650(__call__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
        8    0.000    0.000    0.000    0.000 transforms.py:2372(blended_transform_factory)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
       86    0.000    0.000    0.000    0.000 backend_bases.py:1157(get_hatch_path)
      556    0.000    0.000    0.000    0.000 font_manager.py:748(get_style)
       29    0.000    0.000    0.000    0.000 transforms.py:2739(get_matrix)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       61    0.000    0.000    0.000    0.000 font_manager.py:822(set_style)
       36    0.000    0.000    0.000    0.000 posixpath.py:251(expanduser)
      238    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       61    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       62    0.000    0.000    0.000    0.000 {numpy.result_type}
       11    0.000    0.000    0.000    0.000 re.py:284(_subx)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:163(new_figure_manager_given_figure)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
        1    0.000    0.000    0.000    0.000 axis.py:1812(_get_offset_text)
      270    0.000    0.000    0.000    0.000 path.py:208(vertices)
       72    0.000    0.000    0.000    0.000 lines.py:521(get_fillstyle)
       18    0.000    0.000    0.000    0.000 __init__.py:214(_releaseLock)
       26    0.000    0.000    0.000    0.000 core.py:57(is_style_file)
        1    0.000    0.000    0.000    0.000 text.py:1927(Annotation)
        2    0.000    0.000    0.000    0.000 core.py:6448(__init__)
        6    0.000    0.000    0.000    0.000 core.py:291(_extremum_fill_value)
      225    0.000    0.000    0.000    0.000 artist.py:210(axes)
      101    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
      192    0.000    0.000    0.000    0.000 stride_tricks.py:261(<genexpr>)
       11    0.000    0.000    0.000    0.000 numeric.py:3063(__exit__)
       63    0.000    0.000    0.000    0.000 text.py:240(set_rotation_mode)
        1    0.000    0.000    0.000    0.000 axis.py:691(Axis)
       16    0.000    0.000    0.000    0.000 axis.py:2062(get_view_interval)
       32    0.000    0.000    0.000    0.000 warnings.py:364(__enter__)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
      228    0.000    0.000    0.000    0.000 transforms.py:1747(_get_is_affine)
      317    0.000    0.000    0.000    0.000 overrides.py:111(array_function_dispatch)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4266(<genexpr>)
      413    0.000    0.000    0.000    0.000 {thread.get_ident}
        4    0.000    0.000    0.000    0.000 rcsetup.py:478(validate_whiskers)
        2    0.000    0.000    0.000    0.000 core.py:7724(asarray)
      110    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      116    0.000    0.000    0.000    0.000 sre_parse.py:68(__init__)
        8    0.000    0.000    0.000    0.000 _methods.py:34(_sum)
        1    0.000    0.000    0.000    0.000 axis.py:2186(_get_offset_text)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
       72    0.000    0.000    0.000    0.000 __init__.py:2853(_str_equal)
       58    0.000    0.000    0.000    0.000 text.py:1125(set_y)
        1    0.000    0.000    0.000    0.000 scale.py:587(get_scale_docs)
      330    0.000    0.000    0.000    0.000 {iter}
        2    0.000    0.000    0.000    0.000 transforms.py:1727(set)
        1    0.000    0.000    0.000    0.000 transforms.py:905(update_from_data_xy)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
      391    0.000    0.000    0.000    0.000 font_manager.py:789(get_file)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
       16    0.000    0.000    0.000    0.000 axis.py:824(reset_ticks)
        4    0.000    0.000    0.000    0.000 backend_bases.py:2337(mpl_connect)
      108    0.000    0.000    0.000    0.000 {method 'count' of 'unicode' objects}
      317    0.000    0.000    0.000    0.000 overrides.py:146(decorator)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
       12    0.000    0.000    0.000    0.000 rcsetup.py:888(validate_animation_writer_path)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1782(clear)
        3    0.000    0.000    0.000    0.000 __init__.py:775(_get_data_path_cached)
        1    0.000    0.000    0.000    0.000 ascii.py:8(<module>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:5690(<genexpr>)
       18    0.000    0.000    0.000    0.000 __init__.py:1167(__setitem__)
       54    0.000    0.000    0.000    0.000 pyplot.py:2579(_autogen_docstring)
        3    0.000    0.000    0.000    0.000 __init__.py:494(PYFUNCTYPE)
        6    0.000    0.000    0.000    0.000 core.py:1144(__init__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 units.py:43(<module>)
        4    0.000    0.000    0.000    0.000 {posix.access}
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        6    0.000    0.000    0.000    0.000 version.py:263(__init__)
       11    0.000    0.000    0.000    0.000 re.py:264(_compile_repl)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1561(addParseAction)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4758(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:5688(<lambda>)
        2    0.000    0.000    0.000    0.000 figure.py:971(set_facecolor)
        1    0.000    0.000    0.000    0.000 __init__.py:195(_sanity_check)
       61    0.000    0.000    0.000    0.000 font_manager.py:834(set_variant)
        1    0.000    0.000    0.000    0.000 _parser.py:575(__init__)
      556    0.000    0.000    0.000    0.000 font_manager.py:756(get_variant)
        8    0.000    0.000    0.000    0.000 ticker.py:1781(scale_range)
        8    0.000    0.000    0.000    0.000 ticker.py:1724(ge)
        4    0.000    0.000    0.000    0.000 __init__.py:2383(safe_first_element)
        1    0.000    0.000    0.000    0.000 image.py:780(__init__)
       28    0.000    0.000    0.000    0.000 axis.py:192(_set_labelrotation)
        8    0.000    0.000    0.000    0.000 spines.py:203(_adjust_location)
       16    0.000    0.000    0.000    0.000 axis.py:1566(set_major_formatter)
      297    0.000    0.000    0.000    0.000 __init__.py:881(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:4010(FancyArrowPatch)
        5    0.000    0.000    0.000    0.000 transforms.py:282(frozen)
        1    0.000    0.000    0.000    0.000 pyparsing.py:502(ParseResults)
      304    0.000    0.000    0.000    0.000 artist.py:769(get_rasterized)
        1    0.000    0.000    0.000    0.000 backend_agg.py:71(RendererAgg)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3209(__str__)
       50    0.000    0.000    0.000    0.000 backend_bases.py:1003(set_alpha)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1461(setResultsName)
       27    0.000    0.000    0.000    0.000 locale.py:610(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 sysconfig.py:50(_python_build)
      368    0.000    0.000    0.000    0.000 {method 'itervalues' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dist.py:34(Distribution)
       16    0.000    0.000    0.000    0.000 axis.py:2440(get_view_interval)
        6    0.000    0.000    0.000    0.000 version.py:268(parse)
      569    0.000    0.000    0.000    0.000 {abs}
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
       84    0.000    0.000    0.000    0.000 transforms.py:1771(__array__)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2880(parseImpl)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
       12    0.000    0.000    0.000    0.000 axis.py:1529(set_units)
       61    0.000    0.000    0.000    0.000 font_manager.py:1107(get_default_size)
        1    0.000    0.000    0.000    0.000 _base.py:649(_set_lim_and_transforms)
        1    0.000    0.000    0.000    0.000 __init__.py:732(_get_data_path)
        4    0.000    0.000    0.000    0.000 patches.py:701(get_path)
